"filename", "language", "PHP", "JSON", "CSS", "Markdown", "JavaScript", "XML", "SCSS", "comment", "blank", "total"
"/Users/vivek/project/my-project/resources/views/layouts/app.blade.php", "PHP", 69, 0, 0, 0, 0, 0, 0, 0, 12, 81
"/Users/vivek/project/my-project/resources/views/layouts/master.blade.php", "PHP", 141, 0, 0, 0, 0, 0, 0, 0, 11, 152
"/Users/vivek/project/my-project/resources/views/welcome.blade.php", "PHP", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/vivek/project/my-project/routes/admin.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 1, 6, 27
"/Users/vivek/project/my-project/routes/api.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 10, 6, 35
"/Users/vivek/project/my-project/routes/breadcrumbs.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 4, 7, 60
"/Users/vivek/project/my-project/routes/channels.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 10, 4, 19
"/Users/vivek/project/my-project/routes/console.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 10, 4, 20
"/Users/vivek/project/my-project/routes/web.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 10, 6, 24
"/Users/vivek/project/my-project/tests/CreatesApplication.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 3, 6, 22
"/Users/vivek/project/my-project/tests/Feature/ExampleTest.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 4, 5, 20
"/Users/vivek/project/my-project/tests/TestCase.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"/Users/vivek/project/my-project/tests/Unit/ExampleTest.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/vivek/project/my-project/vendor/spatie/ignition/resources/compiled/ignition.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 2, 0, 3
"/Users/vivek/project/my-project/vendor/spatie/ignition/resources/compiled/ignition.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"/Users/vivek/project/my-project/vite.config.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 2, 15
"Total", "-", 3325, 8582, 355, 124, 84, 29, 7, 1501, 1024, 15031
